Title,Location,start_salary,max_salary,skills
Research Writer In Management And Finance,"Ambikapur, Bhilai, Bilaspur, Durg, Dongargarh, Gondia, Raipur, Nagpur, Korba, Rajnandgaon",5000,5000,"Blogging, Content Writing, English Proficiency Written, Financial literacy, Financial Modeling, Market Analysis, Proofreading, Report Writing"
Research Writer,"Bhilai, Durg, Raipur",5000,5000,"Effective Communication, English Proficiency Spoken, Time Management"
Social Media Management,Remote,3000,3000,"Adobe Photoshop, Canva, Creative Writing, Digital Marketing, Email Marketing, English Proficiency Spoken, English Proficiency Written, Instagram Marketing, Search Engine Marketing SEM, Search Engine Optimization SEO, Social Media Marketing, Video Editing, Video Making"
Systematic Investment Planning (SIP) Management,Remote,5000,15000,"Effective Communication, English Proficiency Spoken, Financial Modeling, MSExcel, MSOffice"
Credit Card Specialist,Remote,10000,10000,"Content Writing, Effective Communication, English Proficiency Written, Financial literacy, MSExcel, Search Engine Optimization SEO"
Media & Public Relations (PR),"Delhi, Noida",5000,5000,"Creative Writing, Email Marketing, English Proficiency Written, MSExcel, MSPowerPoint, Social Media Marketing"
Data Collection,Remote,3000,3000,"Data Analysis, English Proficiency Written, MSExcel, MSOffice, Research and Analytics"
R&D Engineer (SPICE Simulation),Gurgaon,40000,40000,Analog And Digital Circuits
Business Development (Sales),"Navi Mumbai, Mumbai",3000,3000,"English Proficiency Written, MSExcel, Sales, Social Media Marketing"
CAD Design,Ahmedabad,7000,7000,AutoCAD
Social Media Content Executive Assistant (Web3),Bangalore,6000,10000,"Business Research, Google Suite G Suite, MSExcel"
Founders Office,Kolkata,5000,5000,"Marketing, Operations, Research and Analytics, Sales pitch"
Pre-Sales,Remote,8000,8000,"Effective Communication, Salesforce, Sales pitch"
iOS App Development,Pune,10000,10000,"iOS, REST API, Swift, Xcode"
Market Research,Chennai,10000,12000,"Content Writing, English Proficiency Spoken, English Proficiency Written, Market Analysis, Marketing, Market Research, MSExcel, Research and Analytics"
Content Writing - YouTube,Gurgaon,18000,18000,"Content Writing, Creative Writing, English Proficiency Spoken, English Proficiency Written, Search Engine Optimization SEO"
Facebook Marketing,Noida,12000,12000,"Canva, Facebook Marketing, Google AdWords, Lead Generation"
Business Research,Mumbai,10000,10000,"Business Research, Effective Communication, MSExcel, MSPowerPoint"
Mobile App Development,"Pune, Mumbai",25000,25000,"Android, Firebase, Flutter, Java, Nodejs, React Native"
UX Researcher,"Amritsar, Aurangabad, Chandigarh, Delhi, Ghaziabad, Gurgaon, Indore, Pune, Bangalore, Mumbai, Pimpri-Chinchwad, Noida, Nagpur, Nashik",20000,20000,"UI, UX Design, UiPath, User Interface UI Development, UX Research"
Human Resources (HR),"Chennai, Delhi, Pune, Bangalore, Hyderabad, Mumbai",3000,4000,"American English, English Proficiency Spoken, English Proficiency Written, Tally"
Mechanical Engineering,Remote,15000,15000,"AutoCAD, Catia, MSOffice, SolidWorks"
Human Resources (HR),Allahabad,6000,6000,"Effective Communication, English Proficiency Spoken, English Proficiency Written, Lead Generation, Recruitment"
UI/UX Design,"Pune, Mumbai, Bangalore",20000,20000,"Figma, UI, UX Design, User Interface UI Development, Wireframing"
Collection Executive,Mumbai,15000,15000,Effective Communication
Assistant/Graphic Design,Remote,3000,3000,"Canva, MSPowerPoint"
Founders Office Associate,Remote,4000,4000,"Content Writing, Social Media Marketing"
Product Design,Hyderabad,7000,10000,"Adobe Creative Suite, Adobe Illustrator, Adobe Photoshop, CAD, Design Thinking, Display Advertising, SolidWorks"
Research Analyst Intern,"Pune, Bavdhan",7000,7000,"Canva, MSExcel, MSPowerPoint, MSWord, Research and Analytics"
HR,Apollo,10000,10000,"Effective Communication, English Proficiency Spoken"
Solutions,"Chennai, Delhi, Kerala, Singapore (Singapore), Maharashtra",10000,10000,"Effective Communication, Problem Solving, Sales pitch"
Content Creation And EA,Bangalore,6100,10000,Flexible work hours
2D Game Artist,Remote,2000,8000,"Adobe Illustrator, Adobe Photoshop"
Store Operations Executive,Bangalore,10000,10000,Effective Communication
Lighting Design,Pune,12000,12000,"AutoCAD, MSExcel"
Device Production,Noida,12000,12000,"Machine Learning, PCB Design"
HR intern,Gurgaon,10000,10000,"Operations, Recruitment"
Art & Craft,Delhi,4000,4000,"Colour Theory for Designers, Design Thinking, English Proficiency Spoken, English Proficiency Written, Problem Solving, Time Management"
Company Secretary Intern,Bangalore,10000,10000,MSOffice
Marketing/ Database Management,Noida,5000,5000,"CRM, Effective Communication, Email Marketing, Marketing, MSOffice"
Graphic Design and Video Editing,Mumbai,10000,20000,"Adobe Illustrator, Adobe Photoshop, Canva"
Social Media Marketing,"Faridabad, Delhi, Gurgaon, Noida, Haryana",5000,5000,"Creative Writing, Design Thinking, Email Marketing, English Proficiency Written, Facebook Marketing, Instagram Marketing, Social Media Marketing"
Video Editing/Making,Jaipur,3000,10000,"Adobe Photoshop, Adobe Premiere Pro, Final Cut Pro"
IT Executive,Delhi,10000,10000,"Digital Marketing, MSExcel"
Asp.net Development,Surat,20000,20000,"NET, ASPNET, C, CNET, JavaScript, Model View ControllerMVC, MS SQL Server, SQL"
Business Development (Sales),"Varanasi, Varanasi Sub-District",7000,7000,"Digital Marketing, Email Marketing, English Proficiency Spoken, Social Media Marketing"
Administration,Vadodara,5000,5000,"Effective Communication, English Proficiency Spoken, English Proficiency Written, MSExcel, MSOffice, MSPowerPoint, MSWord, Time Management"
Accounts,Mira Bhayandar,6000,8000,"MSExcel, MSOffice, Tally"
Operations Executive,Faridabad,10000,10000,"Client Interaction, Client Relationship, Effective Communication"
Motion Graphic Design,Remote,8000,12000,"Adobe After Effects, Adobe Fireworks, Adobe Flash, Adobe Illustrator, Video Editing"
Business Development (Sales),Visakhapatnam,15000,15000,"English Proficiency Spoken, English Proficiency Written, Marketing, Marketing Campaigns, Marketing Programs, Marketing Strategies, MSExcel"
Outbound Sales Executive,Faridabad,10000,10000,Effective Communication
Creative Designer,"Delhi, Gurgaon, Noida",10000,12000,"Adobe Illustrator, Adobe Photoshop, Canva, Figma"
Brand Outreach,Remote,5000,5000,"Sales, Social Media Marketing"
Marketing and Sales,Bhopal,6499,6499,"Marketing, Sales"
Content Analyst,Gurgaon,20000,20000,"Content Marketing, Content Writing, Data Analysis, Search Engine Optimization SEO"
Software Developer,"Hyderabad, Chennai, Gurgaon, Pune, Bangalore, Mumbai, Kerala, Rajasthan",8000,12000,Java
Sales Representative,Remote,1500,10000,"Accounting, Advanced Excel, Business Analysis, Digital Marketing, English Proficiency Spoken, English Proficiency Written, Market Analysis, MSExcel, Product Strategy, Sales, Time Management"
14 Days Virtual Charity Drive,Remote,1000,5000,"Advanced Excel, Content Writing, Data Analysis, Digital Advertising, Digital Marketing, English Proficiency Spoken, English Proficiency Written, Facebook Marketing, Instagram Marketing, Marketing, Project Management, Time Management"
Full Stack Development,Pune,10000,10000,"MongoDB, Nodejs, ReactJS, Redis, Redux"
Public Relations,Remote,1500,10000,"Content Marketing, Creative Writing, Effective Communication, English Proficiency Spoken, English Proficiency Written, Facebook Ads, Facebook Marketing, HR Analytics, Instagram Marketing, Marketing, MSExcel, Product Management"
Sales And Outreach(S&O),Remote,1500,10000,"Adobe Premiere Pro, Advanced Excel, American English, Content Marketing, Digital Marketing, Effective Communication, English Proficiency Spoken, Market Analysis, Marketing, Marketing Strategies, MSExcel, MSWord, Sales, Time Management"
Cybersecurity Instructor,Remote,25000,25000,"Cybersecurity, Effective Communication, Ethereum"
SEO Growth Analyst,Gurgaon,15000,25000,"Data Analysis, English Proficiency Written, Python, Search Engine Optimization SEO"
Referral Stack Developer,Remote,5000,15000,"AngularJS, Artificial Intelligence, HTML, MongoDB, MySQL, PHP, Python"
Content Writing,Chennai,15000,15000,"Blogging, Creative Writing, English Proficiency Written, Search Engine Optimization SEO"
Manual Testing,Remote,6000,10000,"Database Testing, Postman, Software Testing, SQL"
Interior Design,Kolkata,4000,4000,"3ds Max, Adobe Photoshop, AutoCAD, Google SketchUp"
Social Media Marketing,Agra,5000,5000,"Adobe Photoshop, Canva, Digital Marketing, Social Media Marketing"
Business Analytics,Gwalior,3000,20000,"English Proficiency Spoken, MSExcel"
Digital Marketing,"Bangalore, Hyderabad, Vijayawada",6000,6000,"Creative Writing, Digital Marketing, Email Marketing, English Proficiency Written, Facebook Marketing, Social Media Marketing"
Auditing & Accounting,Thane,12000,12000,"MSExcel, MSWord"
Visual Design,Delhi,5000,8000,"Adobe After Effects, Adobe Creative Suite, Adobe Illustrator, Adobe Indesign, Adobe Photoshop"
Interior Design,Karnal,10000,10000,"3ds Max, Adobe Photoshop, AutoCAD, Google SketchUp"
Operation Manager,Remote,2000,2000,"Advanced Excel, Client Relationship, Effective Communication, English Proficiency Spoken, English Proficiency Written, MSExcel, Operations, Problem Solving, Project Management"
Dietetics/Nutrition,Delhi,5000,5000,DieteticsNutrition
Software Development,Bangalore,30000,30000,"Angular 70, CSS, Elasticsearch, HTML, JavaScript, MEANMERN Stack, Nodejs, NoSQL, TypeScript"
Marketing,Thane,15000,20000,"Creative Writing, Digital Marketing, Email Marketing, English Proficiency Written, Instagram Marketing, Search Engine Optimization SEO, Social Media Marketing"
E-Commerce Sales,Delhi,15000,15000,"Accounting, Effective Communication"
Hospitality,Bangalore,13000,16000,Marketing Strategies
Artificial Intelligence (AI),"Delhi, Ghaziabad, Gurgaon, Noida",15000,15000,"Artificial Intelligence, Data Science, Data Structures, Deep Learning, Machine Learning, Natural Language Processing NLP, Neural Networks, Python"
Influencer Marketing,Mohali,10000,10000,"Flexible work hours, 5 days a week, Free snacks, beverages"
Baker,Gurgaon,10000,20000,"Culinary Arts, Time Management"
Green Building Consultant (Intern),Pune,10000,15000,CAD
LinkedIn Ghostwriting Intern,Remote,4000,4000,"Content Writing, Copywriting, Effective Communication, Social Media Marketing"
Journalism,"Ghaziabad, Greater Noida, Noida",5000,6000,"Creative Writing, English Proficiency Spoken, English Proficiency Written"
Motion Graphics,Raipur,12000,15000,"Adobe After Effects, Animation"
Reel Creator,Bangalore,10000,10000,Video Editing
Sales Trainer And Management,Remote,5000,5000,"Sales, Sales pitch"
Social Media Marketing,South West,6000,6000,"Digital Marketing, English Proficiency Spoken, English Proficiency Written, Instagram Marketing, Social Media Marketing"
Digital Marketing,"Ghaziabad, Greater Noida, Noida",6000,6000,"Creative Writing, Digital Marketing, Instagram Marketing, Search Engine Marketing SEM, Search Engine Optimization SEO, Social Media Marketing"
Market Research,"Dombivli, Mumbai, Vasai, Bandra",12000,12000,"English Proficiency Spoken, English Proficiency Written, MSExcel, MSOffice, MSPowerPoint, MSWord, Research and Analytics"
3D Generalist - CGI,Mumbai,5000,10000,"3ds Max, Autodesk Maya, Blender 3D, Cinema 4D"
Webflow Designer/Developer,Remote,6000,6000,"UI, UX Design, Webflow"
Graphic Design,Mohali,2000,3000,"Adobe Illustrator, Adobe Photoshop, CorelDRAW, Sketch"
Mechanical Engineering,"Ahmedabad, Gujarat",5000,5000,"Autodesk Fusion 360, Design Thinking, Materialize, SolidWorks"
Architecture,Ahmedabad,6000,7000,"Adobe Photoshop, AutoCAD, Google SketchUp, MSOffice"
Full Stack Development,Mohali,2000,6000,"AngularJS, Bubbleio, CSS, HTML, JavaScript, MongoDB, MySQL, Nodejs, PHP, Python, ReactJS"
Sales Consultant,"Gurgaon, Noida, Delhi, South",25000,25000,Sales
ReactJS Development,Hyderabad,5000,5000,"HTML, JavaScript, ReactJS"
Inside Sales (IT Solutions),"Ahmedabad, Gujarat",5000,5000,"MSOffice, Sales"
Angular Developer,Hyderabad,8000,12000,"Angular 20, Angular 70, CSS"
Study Abroad Councillor,"Secunderabad, Hyderabad",5000,5000,English Proficiency Spoken
Investment Analyst,Remote,5000,5000,"Financial Modeling, Market Analysis, Marketing, Research and Analytics"
HTML5 Game Developer,Bangalore,15000,15000,HTMLCSS
Social Media Marketing,"Chandigarh, Mohali",3000,10000,"Creative Writing, Effective Communication, Facebook Marketing, Instagram Marketing"
Teaching Accounts,Delhi,3500,12000,"Accounting, Effective Communication, Teaching"
Subject Matter Expert - CUET,Delhi,3500,8000,Subject Matter Expert SME
Podcast Host,Delhi,3500,7000,"Anchoring, English Proficiency Spoken"
Marketing,"Aurangabad, Kolhapur, Nanded, Pune, Solapur, Thane, Navi Mumbai, Dombivli, Mumbai, Vasai, Pimpri-Chinchwad, Mira Bhayandar, Nagpur, Nashik, Panvel",2000,2000,"Digital Marketing, Effective Communication, Email Marketing, English Proficiency Spoken, English Proficiency Written, Lead Generation, MSExcel, Sales, Social Media Marketing"
Technology Lead,Remote,10000,10000,"Amazon Web Services AWS, Android, Artificial Intelligence, DevOps, Docker, Firebase, Flutter, iOS, Java, Kotlin, Kubernetes, Machine Learning, Microsoft Azure, Python"
Shopify Development,Remote,5000,5000,"CSS, HTML, JavaScript"
UI/UX Design,Hyderabad,5000,5000,"Adobe Photoshop, Adobe XD, Figma, Sketch, UI, UX Design"
Brand Design And Digital Illustration,Remote,15000,25000,"Adobe After Effects, Adobe Illustrator"
PowerPoint Specialist,Remote,10000,10000,"Adobe After Effects, Canva, MSPowerPoint"
IT Presales Business Development,Bangalore,10000,12000,"Business Analysis, Business Research, Data Analysis, Effective Communication, Negotiation, Problemsolving, Operations, Sales, Sales pitch"
Subject Matter Expert (SME),Delhi,4000,16000,Subject Matter Expert SME
Talent Acquisition,"Virar, Naigaon, Vasai, Mira Bhayandar, Nala Sopara",10000,10000,English Proficiency Spoken
Accounts,"Vasai, Vasai Road",7000,7000,"Accounting, English Proficiency Written, MSOffice, Tally"
Architecture,Thane,8000,8000,"Adobe Photoshop, AutoCAD, Google SketchUp, MSOffice"
Administration,Gurgaon,5000,5000,"English Proficiency Spoken, English Proficiency Written, MSExcel, MSOffice, MSPowerPoint, MSWord"
Reels Maker,Remote,3000,3000,"Content Writing, Effective Communication, English Proficiency Spoken, English Proficiency Written, Interpersonal Skills, Research and Analytics, Video Editing"
Customer Service/Customer Support,Noida,7000,7000,"English Proficiency Spoken, English Proficiency Written"
Graphic Design,"Chennai, Delhi, Gurgaon, Hyderabad, Mumbai, Noida, Bangalore",5000,5000,"Adobe Creative Suite, Adobe Illustrator, Adobe Photoshop, UI, UX Design, Video Editing"
Brand Management,Noida,8000,15000,"Adobe Photoshop, Canva, CorelDRAW, Digital Marketing, English Proficiency Spoken, English Proficiency Written, Social Media Marketing"
Sales,Pune,12000,12000,Job offer
Business Development (Sales),Trichey,6000,6000,"Digital Marketing, Email Marketing, English Proficiency Spoken, English Proficiency Written, MSExcel, Social Media Marketing"
Finance & Accounting,Coimbatore,6000,6000,"Accounting, MSExcel"
Law/Legal,Agra,10000,10000,"English Proficiency Spoken, English Proficiency Written, MSOffice, MSWord"
Content Creator,Kolkata,6000,8000,"Content Marketing, Image Processing, Social Media Marketing, Video Editing, Video Making"
Videography,"Delhi, Greater Noida, Noida, Gurgaon",12000,20000,"Adobe After Effects, Adobe Indesign, Adobe Photoshop, Adobe Premiere Pro, Photography, Time Management, Video Editing, Video Making"
